sale_id,product_id,sale_date,revenue,discount
735,972,2024-07-09,181.12,3.26
736,742,2023-08-15,133.04,1.48
737,946,2024-07-01,124.42,23.56
738,266,2024-07-24,112.32,14.86
739,930,2023-09-12,33.74,4.18
740,5,2023-12-20,37.56,21.07
741,25,2023-12-25,163.2,15.54
742,634,2023-09-12,114.31,15.23
743,982,2023-09-22,72.11,2.94
744,820,2024-02-29,105.03,0.47
745,264,2024-07-25,99.01,19.87
746,378,2024-05-22,28.21,26.86
747,702,2024-04-03,37.28,23.73
748,512,2023-12-04,73.1,13.72
749,766,2023-09-15,172.33,24.74
750,676,2023-11-26,68.29,9.03
751,451,2023-08-04,170.63,14.28
752,277,2024-07-16,57.6,21.97
753,142,2024-05-05,179.18,20.15
754,527,2024-02-18,128.49,7.83
755,883,2023-09-30,165.13,6.11
756,783,2023-10-02,84.63,23.42
757,422,2023-12-06,31.21,2.94
758,902,2024-01-18,184.92,29.42
759,559,2024-05-04,190.6,23.96
760,23,2024-06-08,100.18,5.92
761,516,2023-11-06,59.82,0.13
762,499,2023-08-09,56.0,13.68
763,621,2024-07-23,101.08,4.74
764,93,2024-02-02,87.5,2.89
765,871,2024-05-03,176.47,5.7
766,676,2024-05-12,177.14,16.87
767,321,2024-07-05,138.19,25.69
768,840,2024-04-22,109.26,21.82
769,952,2023-09-27,32.3,24.36
770,89,2023-11-13,195.76,24.85
771,283,2024-07-22,119.57,26.17
772,420,2024-02-16,82.25,4.32
773,880,2024-04-23,198.77,22.95
774,527,2023-11-29,196.73,18.33
775,297,2023-12-26,91.43,18.11
776,140,2024-07-19,131.44,4.03
777,583,2023-10-03,183.09,28.48
778,754,2023-09-25,82.53,5.26
779,266,2024-06-07,42.57,20.5
780,123,2024-06-29,117.63,18.57
781,710,2023-12-14,43.44,26.05
782,986,2024-02-27,102.44,22.4
783,370,2024-01-13,96.73,3.35
784,77,2023-11-01,31.64,0.45
785,403,2023-08-07,90.53,8.1
786,89,2024-07-14,20.08,8.86
787,521,2024-06-05,162.11,4.54
788,278,2024-03-12,57.3,26.61
789,915,2024-07-10,49.14,20.41
790,531,2024-03-08,21.87,15.8
791,589,2024-07-21,49.62,9.83
792,89,2023-12-06,63.91,13.18
793,400,2023-08-27,39.28,6.26
794,118,2024-01-28,164.17,6.11
795,850,2024-03-04,181.55,26.74
796,829,2023-08-31,80.33,12.77
797,616,2024-04-05,80.83,21.85
798,254,2023-09-26,71.54,13.18
799,257,2024-07-22,51.32,23.76
800,699,2023-11-06,44.54,14.51
801,589,2023-08-20,170.64,17.15
802,580,2024-05-10,107.2,3.06
803,463,2023-12-15,92.4,2.76
804,111,2024-05-31,186.95,17.94
805,19,2024-02-19,145.69,25.15
806,18,2023-11-07,132.25,13.51
807,380,2023-12-18,59.84,10.52
808,193,2024-06-08,26.22,15.03
809,66,2023-09-01,115.28,29.61
810,487,2023-10-13,75.79,0.14
811,554,2024-07-08,130.02,25.43
812,735,2024-01-28,191.18,13.98
813,871,2024-07-10,57.04,4.09
814,178,2024-06-26,116.35,11.61
815,824,2024-03-02,191.7,4.0
816,114,2023-12-09,123.18,4.31
817,158,2023-08-07,50.13,16.0
818,188,2024-07-26,197.29,2.46
819,860,2023-10-20,119.29,3.53
820,91,2024-04-02,162.69,26.33
821,730,2023-08-08,132.16,8.81
822,456,2024-07-11,195.07,22.75
823,755,2024-01-09,153.75,27.23
824,187,2023-11-03,39.89,12.0
825,28,2024-05-24,100.01,9.57
826,965,2024-04-21,100.03,26.92
827,933,2023-12-21,195.68,24.12
828,171,2024-02-26,160.31,7.78
829,592,2023-08-06,107.78,29.97
830,799,2024-04-18,90.24,29.72
831,213,2024-02-26,193.11,20.22
832,531,2023-11-04,139.09,24.75
833,890,2024-03-13,157.65,26.08
834,566,2024-03-02,72.34,18.76
835,494,2024-05-26,140.76,21.81
836,593,2024-06-18,162.5,8.01
837,652,2024-04-01,150.12,8.28
838,219,2024-02-21,72.2,16.66
839,180,2024-02-15,152.33,11.14
840,135,2024-04-19,150.76,27.63
841,924,2024-02-25,33.32,24.92
842,528,2023-09-29,89.77,12.06
843,265,2024-01-26,180.86,11.39
844,328,2023-12-27,54.82,17.26
845,141,2023-09-16,20.83,23.11
846,10,2023-09-18,188.08,1.47
847,103,2024-04-08,174.67,23.71
848,321,2024-07-11,32.75,26.63
849,56,2024-03-27,110.76,16.72
850,471,2024-04-12,185.23,26.3
851,630,2024-07-18,60.72,3.6
852,810,2024-07-12,85.17,19.54
853,357,2024-05-11,40.73,0.02
854,273,2024-08-01,38.01,1.34
855,262,2024-06-12,149.49,25.56
856,789,2024-06-13,132.49,11.76
857,485,2024-06-07,123.23,6.47
858,933,2024-04-08,112.48,8.68
859,687,2024-03-21,187.61,24.87
860,266,2024-02-06,22.7,20.73
861,61,2023-11-05,56.94,9.1
862,152,2024-01-06,190.81,13.51
863,733,2023-12-05,70.1,1.21
864,332,2024-04-10,139.45,24.88
865,349,2023-09-08,164.45,14.2
866,248,2023-09-11,79.94,0.98
867,929,2024-06-14,93.26,27.48
868,892,2023-10-28,197.34,0.25
869,173,2023-12-14,179.63,12.07
870,197,2024-03-01,123.07,29.35
871,350,2024-01-22,88.44,0.44
872,351,2023-08-31,136.66,1.46
873,579,2023-10-16,154.23,9.3
874,45,2024-04-11,126.65,18.65
875,490,2024-01-02,191.11,27.12
876,34,2023-10-25,48.43,16.29
877,863,2024-02-09,117.63,1.51
878,225,2024-04-05,25.46,3.45
879,473,2024-04-08,42.76,2.3
880,720,2023-08-15,29.55,5.3
881,626,2024-04-11,121.13,17.62
882,904,2023-08-05,194.15,15.11
883,598,2023-10-05,185.13,12.27
884,62,2023-12-01,82.65,17.3
885,503,2024-01-09,61.08,19.28
886,624,2024-03-30,41.86,3.56
887,14,2023-12-23,188.19,17.66
888,364,2024-06-26,166.56,5.61
889,778,2023-11-21,56.71,17.17
890,196,2024-01-26,137.64,0.97
891,315,2024-06-27,28.93,28.19
892,857,2023-08-03,190.51,9.99
893,523,2023-09-28,113.13,1.38
894,818,2024-01-22,102.4,29.3
895,521,2024-02-03,189.87,25.15
896,772,2023-09-19,112.01,15.31
897,495,2024-01-19,102.13,16.15
898,752,2023-12-09,180.97,5.05
899,494,2024-04-20,69.6,24.02
900,36,2024-07-26,172.82,16.39
901,933,2024-01-20,137.81,15.3
902,619,2023-12-10,191.58,15.25
903,68,2024-02-04,150.95,19.54
904,656,2023-11-16,67.31,10.29
905,419,2024-05-18,175.14,0.76
906,242,2023-11-15,156.93,19.91
907,84,2024-05-06,161.06,11.0
908,29,2024-07-22,115.82,0.19
909,310,2024-03-29,37.65,6.9
910,62,2024-07-10,154.87,1.28
911,39,2023-11-03,132.01,17.2
912,170,2024-07-04,177.61,19.42
913,790,2024-04-22,168.08,17.59
914,65,2023-10-08,114.42,3.65
915,306,2024-02-04,172.72,3.47
916,13,2024-05-23,97.64,16.98
917,260,2024-01-22,136.76,17.78
918,404,2024-04-26,103.89,25.49
919,682,2024-06-22,163.98,26.74
920,808,2023-08-25,20.26,26.69
921,322,2024-06-07,157.68,0.37
922,10,2023-09-28,174.88,14.32
923,980,2024-04-17,25.24,19.24
924,75,2023-08-25,184.86,13.9
925,146,2024-06-25,75.03,20.9
926,409,2024-01-20,78.34,13.18
927,170,2023-09-14,43.42,29.67
928,451,2024-04-16,158.13,28.98
929,177,2024-01-04,167.23,23.63
930,574,2024-06-26,25.4,2.53
931,631,2024-06-25,41.22,19.91
932,240,2023-09-28,154.5,15.78
933,684,2023-08-15,64.92,13.3
934,868,2024-04-13,159.97,22.49
935,87,2023-10-16,53.62,9.54
936,687,2023-09-24,113.41,17.0
937,586,2024-02-18,32.1,20.65
938,926,2024-05-25,81.66,20.52
939,866,2024-01-27,75.18,21.78
940,536,2023-10-30,129.08,15.32
941,563,2024-07-29,186.34,13.11
942,275,2024-05-23,147.21,3.99
943,529,2024-05-31,197.18,8.01
944,440,2023-10-19,184.83,25.67
945,734,2024-04-18,22.1,8.37
946,243,2024-05-28,20.64,21.05
947,931,2024-07-04,172.09,19.89
948,747,2024-06-23,119.31,0.1
949,790,2023-08-25,90.01,26.04
950,857,2024-01-22,67.58,6.27
951,701,2023-11-07,176.83,24.21
952,349,2023-11-26,42.13,26.1
953,344,2023-08-18,34.28,18.44
954,784,2024-04-26,123.07,18.66
955,113,2024-06-26,82.71,24.58
956,595,2023-08-14,73.93,27.84
957,821,2024-05-26,22.66,12.96
958,843,2024-03-03,193.38,21.75
959,594,2024-07-08,120.17,23.68
960,646,2024-01-10,136.1,27.26
961,627,2024-05-02,25.88,13.69
962,741,2024-04-24,159.13,13.09
963,933,2023-09-22,185.52,4.88
964,848,2023-12-18,29.96,28.13
965,350,2024-01-01,113.7,8.08
966,437,2024-05-17,24.97,17.41
967,618,2023-10-19,94.1,28.17
968,213,2023-09-12,52.09,1.81
969,381,2024-02-10,72.67,17.72
970,472,2024-03-17,92.62,4.63
971,608,2024-06-12,92.27,27.03
972,48,2024-04-24,138.54,11.81
973,203,2024-05-06,74.83,20.1
974,336,2023-10-13,125.81,22.79
975,190,2024-05-08,88.95,5.0
976,507,2024-05-30,175.49,22.81
977,799,2023-08-27,89.12,21.43
978,897,2023-11-21,79.69,22.19
979,485,2023-12-28,102.39,6.32
980,683,2023-08-17,172.87,4.23
981,834,2024-02-23,125.15,15.53
982,346,2024-06-17,179.1,27.82
983,962,2024-03-19,111.85,6.33
984,955,2023-12-05,113.38,18.64
985,251,2024-05-19,96.69,25.99
986,938,2023-09-30,105.99,3.09
987,694,2024-05-26,153.03,11.46
988,993,2024-03-31,76.23,13.47
989,767,2024-04-11,180.81,26.05
990,975,2024-03-04,111.96,15.13
991,364,2023-09-23,56.58,10.63
992,81,2024-07-01,25.26,16.02
993,513,2023-11-25,116.44,13.63
994,990,2024-01-17,147.56,18.46
995,119,2023-09-26,39.02,0.66
996,213,2023-10-24,95.29,12.47
997,760,2023-09-24,38.63,5.15
998,192,2023-10-16,34.99,17.78
999,563,2023-11-09,134.96,5.06
1000,765,2024-07-02,111.5,11.86
1001,306,2024-03-18,48.09,3.82
1002,575,2023-09-07,190.99,6.7
1003,782,2023-12-06,48.5,7.83
1004,670,2023-10-18,59.19,12.43
1005,246,2023-11-05,132.89,8.4
1006,183,2023-12-06,30.13,26.91
1007,418,2023-08-30,195.78,22.59
1008,486,2024-02-23,26.98,24.95
1009,102,2024-07-21,54.48,19.66
1010,539,2024-06-05,30.81,10.88
1011,124,2023-11-10,85.86,26.98
1012,425,2024-01-30,131.08,6.47
1013,529,2023-12-25,49.92,14.32
1014,719,2024-07-21,149.8,11.87
1015,952,2023-08-14,83.15,27.72
1016,312,2024-02-15,39.21,7.22
1017,410,2023-09-21,54.76,23.4
1018,930,2023-10-10,163.14,29.62
1019,961,2023-10-01,169.67,13.71
1020,657,2024-06-20,163.14,29.62
1021,186,2024-06-18,116.46,5.24
1022,234,2023-12-28,87.1,4.02
1023,330,2024-01-16,76.53,19.06
1024,424,2024-06-22,34.46,28.08
1025,940,2024-06-17,55.57,8.9
1026,11,2024-01-12,110.42,12.16
1027,826,2024-01-10,101.61,28.89
1028,603,2024-02-01,165.52,17.96
1029,303,2024-07-29,67.66,22.09
1030,880,2023-11-21,147.6,16.49
1031,685,2024-02-15,27.59,22.05
1032,472,2023-10-14,141.73,1.27
1033,403,2024-04-06,160.96,27.9
1034,870,2024-01-04,65.21,26.93
1035,560,2023-09-04,129.76,28.6
1036,956,2023-12-16,185.2,26.73
1037,160,2024-02-21,149.88,13.06
1038,559,2023-08-22,44.27,16.46
1039,139,2023-10-23,98.34,9.11
1040,328,2024-04-19,117.18,22.43
1041,387,2024-03-22,110.29,13.31
1042,474,2024-01-18,179.15,6.56
1043,36,2024-03-08,134.03,4.09
1044,519,2024-05-16,45.53,8.93
1045,484,2024-04-15,121.67,8.14
1046,199,2023-09-10,119.19,3.55
1047,324,2024-07-19,79.09,23.42
1048,279,2024-05-24,195.64,13.33
1049,719,2024-04-22,117.22,23.42
1050,93,2024-02-02,113.44,12.78
1051,361,2023-09-11,33.66,24.65
1052,894,2024-02-17,69.77,26.19
1053,7,2023-11-11,127.65,14.58
1054,846,2024-03-08,88.15,7.87
1055,416,2024-06-12,168.03,4.19
1056,993,2024-03-02,144.63,18.86
1057,903,2024-04-13,46.44,17.36
1058,591,2024-03-06,149.57,27.09
1059,257,2023-12-23,126.68,17.35
1060,637,2024-03-20,144.44,1.32
1061,242,2024-05-20,33.48,24.99
1062,793,2024-06-30,68.43,0.89
1063,342,2023-08-13,159.94,9.25
1064,873,2024-05-13,49.62,17.82
1065,471,2024-01-15,50.73,3.84
1066,995,2023-12-17,108.48,22.08
1067,39,2023-08-15,71.69,17.8
1068,996,2023-10-08,74.42,0.21
1069,630,2023-11-24,38.25,17.97
1070,539,2024-02-10,115.38,16.95
1071,36,2024-04-11,67.42,19.38
1072,676,2023-09-22,150.45,11.81
1073,624,2024-03-30,59.54,12.8
1074,325,2023-09-07,118.65,8.59
1075,999,2024-05-22,72.76,9.06
1076,796,2023-10-18,156.95,18.65
1077,39,2023-11-04,48.31,18.51
1078,146,2023-12-25,91.33,12.51
1079,637,2024-06-15,90.41,26.06
1080,242,2024-06-07,107.53,2.74
1081,970,2024-05-11,73.66,21.1
1082,226,2023-08-22,126.04,15.99
1083,490,2023-11-26,34.57,3.25
1084,447,2023-11-14,86.18,13.53
1085,753,2023-12-06,59.8,24.27
1086,136,2024-07-11,186.04,23.0
1087,557,2023-11-11,119.13,7.71
1088,863,2023-12-03,67.62,6.46
1089,602,2023-11-15,189.77,7.79
1090,95,2023-08-27,171.15,28.45
1091,614,2023-08-30,115.13,1.11
1092,160,2024-03-14,30.47,14.69
1093,156,2024-01-11,121.93,17.07
1094,989,2024-06-05,118.84,5.09
1095,939,2023-11-16,62.39,27.93
1096,294,2024-07-03,127.95,21.17
1097,612,2024-02-02,91.47,17.74
1098,403,2023-10-07,143.52,22.76
1099,922,2023-09-07,136.46,0.77
1100,947,2024-04-17,82.78,12.08
1101,696,2023-10-15,197.91,21.13
1102,774,2024-01-05,43.69,14.23
1103,631,2024-02-15,105.79,3.85
1104,180,2024-02-08,82.19,18.77
1105,910,2024-07-23,199.69,1.37
1106,674,2024-02-13,99.56,24.87
1107,760,2024-04-22,25.88,29.97
1108,835,2023-11-29,126.87,29.48
1109,899,2024-03-15,105.45,12.5
1110,276,2024-07-26,104.14,27.18
1111,573,2024-06-02,58.33,10.34
1112,687,2024-06-06,31.41,0.18
1113,267,2023-10-26,199.17,5.72
1114,807,2023-10-16,89.1,23.74
1115,826,2024-03-21,47.97,12.09
1116,303,2024-03-21,72.61,3.26
1117,729,2024-07-13,161.04,25.35
1118,98,2024-07-08,63.06,7.55
1119,233,2024-07-17,44.21,12.9
1120,397,2023-11-17,50.55,3.26
1121,919,2023-10-30,197.78,26.08
1122,460,2024-06-29,130.47,27.97
1123,850,2024-03-26,146.14,27.05
1124,77,2023-12-19,102.83,3.02
1125,854,2023-10-17,176.41,24.45
1126,231,2023-10-14,100.07,9.08
1127,261,2024-01-26,159.95,24.14
1128,232,2023-11-07,145.29,1.83
1129,919,2023-12-12,80.07,29.45
1130,477,2024-04-03,146.54,0.37
1131,489,2023-10-13,159.54,0.27
1132,278,2024-05-17,106.5,11.51
1133,983,2023-12-19,102.24,8.75
1134,85,2023-12-22,105.82,1.98
1135,887,2023-10-12,134.17,1.51
1136,744,2024-02-16,121.24,29.41
1137,35,2024-07-18,134.68,5.56
1138,937,2024-04-26,105.96,27.76
1139,682,2024-07-10,89.73,28.64
1140,642,2023-09-21,133.89,24.02
1141,702,2023-12-10,64.11,20.08
1142,953,2024-06-25,40.01,17.24
1143,437,2024-04-27,78.68,12.98
1144,832,2023-11-23,91.01,8.2
1145,590,2024-01-08,114.01,15.63
1146,705,2023-12-05,199.82,19.84
1147,28,2023-09-13,164.15,4.13
1148,557,2023-11-12,143.76,26.49
1149,594,2024-01-28,94.48,9.66
1150,484,2024-03-06,186.25,16.17
1151,875,2023-11-06,111.04,11.75
1152,222,2024-04-11,50.53,24.96
1153,266,2024-06-02,177.34,13.76
1154,553,2024-02-07,97.62,10.23
1155,276,2024-03-07,99.26,10.31
1156,613,2023-09-03,87.29,2.88
1157,574,2024-04-18,46.65,24.42
1158,899,2024-03-29,130.57,27.75
1159,71,2023-08-19,82.74,29.48
1160,544,2023-10-17,51.01,3.63
1161,210,2024-01-05,34.7,18.51
1162,703,2024-07-01,138.67,4.65
1163,215,2024-07-13,84.91,13.4
1164,203,2023-11-25,107.08,6.74
1165,990,2024-02-27,140.01,7.43
1166,503,2024-01-21,22.53,18.09
1167,58,2024-02-28,125.71,8.9
1168,484,2024-04-05,58.74,24.54
1169,443,2024-01-24,113.76,24.62
1170,315,2024-05-12,93.47,4.92
1171,558,2024-06-24,188.1,6.68
1172,958,2024-01-20,180.0,4.76
1173,842,2024-06-23,145.27,21.65
1174,89,2024-04-02,164.08,1.35
1175,876,2024-02-05,195.79,18.74
1176,147,2024-01-03,155.11,13.77
1177,55,2024-03-20,119.99,19.99
1178,957,2024-06-02,31.99,0.05
1179,725,2023-12-28,80.82,24.09
1180,268,2024-02-09,62.33,24.35
1181,119,2023-12-30,83.88,11.24
1182,96,2023-09-11,66.75,26.52
1183,547,2023-08-20,38.66,26.14
1184,928,2024-03-05,82.56,23.06
1185,22,2023-09-14,137.68,13.63
1186,816,2023-08-17,112.92,27.67
1187,815,2023-09-26,96.41,0.39
1188,898,2024-04-29,70.08,2.23
1189,207,2023-10-22,139.23,0.9
1190,574,2023-08-08,151.59,10.16
1191,873,2024-06-03,174.7,29.99
1192,719,2024-03-30,62.53,25.56
1193,442,2023-09-26,98.49,5.4
1194,420,2024-07-10,52.84,4.84
1195,216,2024-02-19,138.66,27.22
1196,164,2024-02-20,38.96,11.2
1197,974,2024-05-14,91.74,25.73
1198,965,2024-03-01,101.23,18.4
1199,534,2024-02-18,172.66,8.7
1200,619,2023-10-03,187.07,24.54
1201,955,2024-06-17,157.24,24.84
1202,74,2024-03-22,63.48,10.83
1203,199,2024-05-24,168.69,0.15
1204,921,2024-05-09,59.95,6.4
1205,331,2024-07-20,102.8,4.39
1206,695,2024-04-13,139.35,23.89
1207,200,2024-06-22,119.29,20.25
1208,516,2024-05-08,158.1,17.46
1209,584,2023-08-14,159.37,20.34
1210,314,2024-05-17,187.87,16.63
1211,289,2023-10-29,129.23,14.42
1212,919,2023-09-27,54.91,16.94
1213,239,2024-07-28,52.06,3.88
1214,375,2023-09-23,55.67,23.81
1215,409,2024-04-02,85.3,4.57
1216,352,2023-08-11,104.36,27.48
1217,151,2024-04-06,98.82,13.0
1218,553,2023-09-03,197.35,24.33
1219,602,2023-11-27,155.03,1.35
1220,980,2024-04-21,185.01,13.17
1221,96,2023-09-24,91.58,5.49
1222,345,2024-06-09,143.28,5.89
1223,363,2024-05-31,167.42,4.42
1224,391,2023-12-14,104.29,17.09
1225,800,2024-01-05,64.21,8.25
1226,928,2023-08-12,20.84,18.58
1227,335,2023-09-12,127.82,19.02
1228,1000,2024-04-05,126.61,25.77
1229,253,2024-06-04,34.58,24.14
1230,400,2024-05-11,193.37,17.84
1231,177,2024-01-16,105.18,6.64
1232,995,2024-02-04,60.01,16.51
1233,385,2024-05-28,93.26,27.09
1234,495,2024-06-25,33.78,24.12
1235,460,2023-12-01,82.07,16.7
1236,694,2023-08-31,99.57,3.71
1237,49,2024-03-27,124.9,7.26
1238,775,2023-11-09,54.28,25.28
1239,269,2024-04-02,116.18,8.25
1240,874,2023-08-12,146.13,1.53
1241,757,2023-11-11,49.26,28.86
1242,916,2023-12-16,134.28,29.08
1243,429,2024-05-31,21.31,11.09
1244,706,2024-06-21,49.93,5.26
1245,516,2024-05-29,62.51,22.96
1246,229,2024-06-11,133.15,14.4
1247,62,2024-01-24,156.15,11.15
1248,977,2024-01-20,156.37,22.99
1249,300,2024-05-27,60.12,2.7
1250,185,2023-08-04,74.47,23.97
1251,924,2024-06-19,193.5,19.25
1252,828,2024-02-09,40.98,23.64
1253,263,2024-06-14,79.76,14.07
1254,558,2024-06-24,119.2,7.72
1255,8,2023-08-11,32.24,16.55
1256,485,2024-05-05,119.61,22.32
1257,121,2023-11-10,59.34,12.09
1258,678,2024-01-18,89.06,18.24
1259,538,2024-03-01,169.53,2.66
1260,145,2024-02-21,28.87,6.33
1261,9,2024-05-21,106.8,17.85
1262,985,2023-09-03,41.73,24.7
1263,835,2024-07-06,75.17,21.35
1264,115,2023-11-16,160.07,25.18
1265,181,2024-07-20,134.32,23.2
1266,874,2024-07-13,140.26,2.21
1267,913,2024-06-15,177.56,24.57
1268,766,2024-01-05,167.97,29.5
1269,453,2023-10-16,31.87,29.88
1270,578,2024-06-19,189.06,26.33
1271,620,2024-03-29,70.41,3.59
1272,394,2024-06-15,29.5,22.6
1273,735,2023-11-06,112.56,29.3
1274,30,2024-05-27,198.89,24.74
1275,523,2024-06-03,65.33,11.18
1276,717,2024-06-30,21.65,6.15
1277,673,2023-12-19,42.33,9.78
1278,802,2023-11-16,36.57,14.11
1279,33,2023-09-01,145.37,18.42
1280,153,2024-07-08,133.65,8.19
1281,677,2024-03-08,135.68,5.7
1282,260,2024-04-29,90.75,10.14
1283,865,2023-11-05,47.17,25.95
1284,500,2024-07-08,33.99,28.72
1285,158,2024-01-16,97.12,24.94
1286,435,2024-03-23,182.66,27.65
1287,663,2023-12-21,21.55,26.31
1288,314,2024-02-17,25.76,16.68
1289,117,2023-08-06,82.13,2.11
1290,294,2024-02-18,25.14,25.61
1291,512,2024-04-07,196.65,24.62
1292,674,2023-09-02,28.52,20.56
1293,659,2024-07-24,120.22,24.63
1294,117,2024-04-26,108.99,14.09
1295,15,2024-04-28,179.18,17.59
1296,225,2023-12-19,59.27,1.74
1297,300,2024-05-07,43.45,9.64
1298,2,2024-06-18,139.41,26.38
1299,931,2024-04-18,141.0,16.18
1300,720,2024-01-08,175.52,4.03
1301,155,2024-05-12,171.22,2.9
1302,912,2023-10-26,135.84,22.05
1303,667,2023-10-31,130.72,20.26
1304,879,2024-03-25,188.0,2.15
1305,487,2024-01-17,130.5,8.42
1306,824,2024-06-23,47.45,10.67
1307,195,2023-10-09,107.72,8.16
1308,315,2023-08-25,123.53,15.73
1309,747,2024-01-23,158.75,11.3
1310,222,2023-11-06,159.11,10.4
1311,494,2024-07-06,178.69,13.29
1312,729,2024-06-20,196.99,26.74
1313,911,2024-04-10,56.59,26.55
1314,400,2024-07-03,140.27,14.68
1315,28,2023-12-17,35.3,28.54
1316,253,2024-02-27,51.74,1.01
1317,117,2023-12-20,70.31,10.96
1318,641,2024-08-01,50.19,8.25
1319,210,2023-11-20,40.96,0.51
1320,173,2024-03-17,23.38,22.57
1321,260,2024-01-10,97.97,21.36
1322,848,2024-01-20,73.08,14.33
1323,134,2023-12-18,52.31,21.03
1324,841,2023-12-05,69.94,6.38
1325,670,2023-08-23,106.43,20.6
1326,523,2024-06-28,88.67,17.17
1327,232,2024-03-08,92.08,19.9
1328,523,2023-12-10,92.82,6.51
1329,381,2023-08-05,41.22,24.74
1330,475,2023-12-09,71.15,11.23
1331,796,2023-09-22,60.88,22.97
1332,99,2023-10-24,29.8,1.97
1333,277,2024-02-26,127.02,1.12
1334,928,2023-09-25,93.95,6.08
1335,489,2024-05-09,91.25,16.17
1336,964,2024-04-08,187.05,23.96
1337,723,2024-07-30,163.09,16.03
1338,853,2023-08-10,31.95,18.37
1339,778,2023-09-16,181.63,24.46
1340,116,2024-05-18,95.29,28.98
1341,614,2024-03-08,172.74,4.84
1342,308,2023-12-24,125.53,10.69
1343,52,2024-03-02,140.95,21.9
1344,797,2023-11-19,117.74,19.89
1345,642,2024-03-02,185.75,26.56
1346,527,2023-12-17,101.65,13.86
1347,574,2024-01-26,149.34,9.01
1348,655,2024-04-10,168.63,2.82
1349,923,2023-09-16,73.65,25.77
1350,183,2023-09-22,30.78,14.23
1351,491,2024-06-11,29.35,22.35
1352,272,2024-07-08,149.01,21.18
1353,471,2024-01-05,61.1,19.16
1354,922,2024-03-25,148.68,13.92
1355,145,2024-04-24,143.39,16.25
1356,295,2023-09-08,158.5,9.01
1357,880,2023-10-01,138.64,15.64
1358,82,2024-02-27,30.54,16.2
1359,547,2024-05-17,36.56,18.38
1360,313,2024-04-04,90.9,11.95
1361,317,2023-10-15,194.37,20.77
1362,48,2024-03-14,33.17,29.33
1363,573,2023-10-08,98.77,24.5
1364,551,2023-09-13,113.94,12.69
1365,537,2023-11-16,144.36,7.64
1366,214,2024-01-24,175.3,23.64
1367,388,2023-08-20,173.68,20.94
1368,551,2024-03-30,22.51,27.15
1369,704,2024-01-07,25.05,15.54
1370,274,2023-10-20,124.72,1.8
1371,217,2024-03-07,117.75,4.95
1372,687,2023-10-28,174.2,18.55
1373,368,2024-04-09,100.61,3.85
1374,483,2024-07-20,115.61,29.85
1375,229,2024-01-13,194.38,11.98
1376,119,2023-09-29,86.93,6.82
1377,783,2023-12-06,105.22,21.06
1378,493,2023-11-08,147.33,7.42
1379,732,2023-12-08,189.61,9.92
1380,311,2023-09-17,92.73,1.94
1381,546,2023-10-06,80.4,3.74
1382,381,2024-04-25,157.14,1.05
1383,527,2024-03-28,180.64,3.99
1384,925,2024-04-20,84.79,18.31
1385,139,2023-10-26,174.03,1.44
1386,280,2024-02-09,48.41,2.22
1387,990,2024-04-26,122.87,2.2
1388,220,2024-06-03,181.21,10.83
1389,106,2024-07-15,63.59,26.4
1390,237,2023-10-18,106.24,2.12
1391,511,2024-06-28,166.76,28.56
1392,95,2024-06-26,190.82,20.21
1393,83,2024-01-11,128.27,27.27
1394,9,2024-03-08,50.41,2.93
1395,932,2024-01-22,151.94,29.34
1396,593,2024-08-01,171.03,8.27
1397,112,2023-11-24,70.52,23.76
1398,97,2024-05-24,104.17,25.65
1399,685,2024-02-19,193.88,4.16
1400,243,2024-06-13,127.26,14.57
1401,860,2024-02-16,105.81,28.16
1402,43,2023-09-15,30.8,4.18
1403,919,2023-08-14,155.74,27.6
1404,15,2023-12-03,62.72,12.38
1405,58,2024-03-16,86.81,27.44
1406,363,2023-08-16,117.64,26.7
1407,493,2023-12-11,104.31,21.11
1408,106,2024-01-21,174.02,25.63
1409,502,2024-02-10,91.15,27.38
1410,974,2023-11-11,64.48,2.89
1411,187,2024-04-10,153.86,21.68
1412,134,2024-02-18,36.62,16.08
1413,905,2024-07-26,190.81,27.63
1414,98,2023-10-21,39.84,6.09
1415,545,2023-08-07,25.31,21.25
1416,745,2023-11-19,54.57,23.28
1417,662,2023-09-01,30.84,27.97
1418,620,2024-01-23,130.64,5.58
1419,835,2023-08-08,124.88,28.75
1420,789,2023-11-22,61.26,17.06
1421,764,2024-01-27,127.04,10.51
1422,296,2024-03-12,103.61,20.22
1423,81,2024-06-12,89.06,5.32
1424,757,2023-09-18,84.34,21.88
1425,704,2024-07-23,84.36,8.26
1426,908,2023-11-18,153.54,10.22
1427,607,2023-11-25,195.62,18.31
1428,647,2024-03-05,176.72,2.44
1429,875,2023-11-27,140.39,2.36
1430,242,2023-11-03,97.58,14.65
1431,468,2024-04-25,171.8,1.43
1432,562,2023-10-23,193.35,13.22
1433,242,2023-11-08,61.65,21.68
1434,207,2024-03-19,44.61,6.78
1435,801,2024-04-03,128.39,21.39
1436,682,2024-02-10,149.63,23.84
1437,314,2023-10-10,199.76,29.52
1438,121,2024-05-29,118.3,29.5
1439,986,2023-11-03,177.54,12.33
1440,493,2024-06-02,28.47,23.14
1441,663,2024-04-06,26.13,0.95
1442,532,2024-06-24,177.23,14.5
1443,211,2024-03-10,171.84,25.76
1444,520,2024-01-18,85.65,29.93
1445,826,2023-12-08,66.73,10.82
1446,582,2024-01-14,122.38,11.88
